tCO2_ref,tCO2_FVBESS,tCO2_reduction,reduction_percent,kgCO2_per_kWh_ref,kgCO2_per_kWh_FVBESS,total_load_kWh,ci_missing_ratio_before_fill
424.8714409264752,93.34604345479293,331.52539747168225,78.02957919429876,0.10116540689763373,0.022226465605210032,4199770.0,0.002740038817216577
