variable,min,p01,mean,p99,max,n_nan
temp_air,-0.522796630859375,4.207271728515625,19.063398247984445,37.859627685546876,41.459625244140625,0
wind_speed,0.030276291072368622,0.2989520952105522,2.4134136149157945,7.0187886953353855,11.015649795532227,0
pressure,989.1369018554688,995.5981237792969,1010.242169231258,1023.0155499267578,1026.7537841796875,0
ghi,0.0,0.0,212.15911061242542,954.398828125,1003.971923828125,0
dni,0.0,0.0,214.84409735690807,904.1316690690952,958.6800609683388,0
dhi,0.0,0.0,81.10491865655136,378.910613203819,462.8537923061555,0
